date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:12:01	542/542	---M--	200	added ('OK')	text/css	etag:%221db8308-21e-59c9fc14%22	http://ds-bluewhale.co.kr/board/theme/basic/skin/visit/basic/style.css?ver=161020	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/theme/basic/skin/visit/basic/style0d2a.css	(from http://ds-bluewhale.co.kr/board/)
18:12:02	138/138	---M--	200	added ('OK')	image/gif	etag:%221db4a6c-8a-59c9faa3%22	http://ds-bluewhale.co.kr/board/img/ts01.gif	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/img/ts01.gif	(from http://ds-bluewhale.co.kr/board/)
18:12:02	19945/19945	---M--	200	added ('OK')	image/png	etag:%221db4a67-4de9-59c9faa2%22	http://ds-bluewhale.co.kr/board/img/captcha.png	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/img/captcha.png	(from http://ds-bluewhale.co.kr/board/theme/basic/css/default.css?ver=161020)
18:12:02	3441/3441	---M--	200	added ('OK')	image/jpeg	etag:%221db4a6b-d71-59c9faa3%22	http://ds-bluewhale.co.kr/board/img/logo.jpg	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/img/logo.jpg	(from http://ds-bluewhale.co.kr/board/)
18:12:02	148/148	---M--	200	added ('OK')	image/gif	etag:%221db4a6d-94-59c9faa3%22	http://ds-bluewhale.co.kr/board/img/ts02.gif	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/img/ts02.gif	(from http://ds-bluewhale.co.kr/board/)
18:12:02	154/154	---M--	200	added ('OK')	image/gif	etag:%221db4a6e-9a-59c9faa3%22	http://ds-bluewhale.co.kr/board/img/ts03.gif	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/img/ts03.gif	(from http://ds-bluewhale.co.kr/board/)
18:12:03	12744/12744	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:01%20GMT	http://ds-bluewhale.co.kr/board/bbs/register.php	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/register.html	(from http://ds-bluewhale.co.kr/board/)
18:12:03	11562/11562	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:01%20GMT	http://ds-bluewhale.co.kr/board/bbs/faq.php	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/faq.html	(from http://ds-bluewhale.co.kr/board/)
18:12:03	2198/2198	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:02%20GMT	http://ds-bluewhale.co.kr/board/bbs/qalist.php	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/qalist.html	(from http://ds-bluewhale.co.kr/board/)
18:12:03	57253/57253	---M--	200	added ('OK')	image/jpeg	etag:%221db818e-dfa5-59c9fbb5%22	http://ds-bluewhale.co.kr/board/skin/member/basic/img/bb_login.jpg	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/member/basic/img/bb_login.jpg	(from http://ds-bluewhale.co.kr/board/bbs/login.php)
18:12:03	10509/10509	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:02%20GMT	http://ds-bluewhale.co.kr/board/bbs/current_connect.php	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/current_connect.html	(from http://ds-bluewhale.co.kr/board/)
18:12:04	12008/12008	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:02%20GMT	http://ds-bluewhale.co.kr/board/bbs/new.php	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/new.html	(from http://ds-bluewhale.co.kr/board/)
18:12:04	3697/3697	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:02%20GMT	http://ds-bluewhale.co.kr/board/bbs/password_lost.php	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/password_lost.html	(from http://ds-bluewhale.co.kr/board/)
18:12:04	2341/2341	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:03%20GMT	http://ds-bluewhale.co.kr/board/bbs/board.php?bo_table=guest	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/boardb4f9.html	(from http://ds-bluewhale.co.kr/board/)
18:12:04	2430/2430	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:03%20GMT	http://ds-bluewhale.co.kr/board/bbs/board.php?bo_table=guest&wr_id=44	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/board996b.html	(from http://ds-bluewhale.co.kr/board/)
18:12:05	2430/2430	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:03%20GMT	http://ds-bluewhale.co.kr/board/bbs/board.php?bo_table=guest&wr_id=43	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/board4422.html	(from http://ds-bluewhale.co.kr/board/)
18:12:05	2430/2430	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:03%20GMT	http://ds-bluewhale.co.kr/board/bbs/board.php?bo_table=guest&wr_id=42	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/boardaaca.html	(from http://ds-bluewhale.co.kr/board/)
18:12:05	2430/2430	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:04%20GMT	http://ds-bluewhale.co.kr/board/bbs/board.php?bo_table=guest&wr_id=41	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/board7370.html	(from http://ds-bluewhale.co.kr/board/)
18:12:05	2430/2430	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:04%20GMT	http://ds-bluewhale.co.kr/board/bbs/board.php?bo_table=guest&wr_id=40	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/board8112.html	(from http://ds-bluewhale.co.kr/board/)
18:12:05	2427/2427	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:04%20GMT	http://ds-bluewhale.co.kr/board/bbs/board.php?bo_table=news&wr_id=34	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/board5dbf.html	(from http://ds-bluewhale.co.kr/board/)
18:12:06	104/104	---M--	200	added ('OK')	image/gif	etag:%221db82bd-68-59c9fc00%22	http://ds-bluewhale.co.kr/board/theme/basic/skin/latest/basic/img/icon_link.gif	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/theme/basic/skin/latest/basic/img/icon_link.gif	(from http://ds-bluewhale.co.kr/board/)
18:12:06	2427/2427	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:04%20GMT	http://ds-bluewhale.co.kr/board/bbs/board.php?bo_table=news&wr_id=33	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/board314b.html	(from http://ds-bluewhale.co.kr/board/)
18:12:06	2427/2427	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:05%20GMT	http://ds-bluewhale.co.kr/board/bbs/board.php?bo_table=news&wr_id=32	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/board9f86.html	(from http://ds-bluewhale.co.kr/board/)
18:12:06	2427/2427	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:05%20GMT	http://ds-bluewhale.co.kr/board/bbs/board.php?bo_table=news&wr_id=31	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/boarddd21.html	(from http://ds-bluewhale.co.kr/board/)
18:12:07	2427/2427	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:05%20GMT	http://ds-bluewhale.co.kr/board/bbs/board.php?bo_table=news&wr_id=30	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/board66b8.html	(from http://ds-bluewhale.co.kr/board/)
18:12:07	3204/3204	---M--	200	added ('OK')	image/png	etag:%221db4a68-c84-59c9faa2%22	http://ds-bluewhale.co.kr/board/img/ft.png	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/img/ft.png	(from http://ds-bluewhale.co.kr/board/)
18:12:07	10222/10222	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:06%20GMT	http://ds-bluewhale.co.kr/board/bbs/content.php?co_id=company	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/content8a20.html	(from http://ds-bluewhale.co.kr/board/)
18:12:07	10287/10287	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:06%20GMT	http://ds-bluewhale.co.kr/board/bbs/content.php?co_id=privacy	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/content200d.html	(from http://ds-bluewhale.co.kr/board/)
18:12:08	10276/10276	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2009:12:06%20GMT	http://ds-bluewhale.co.kr/board/bbs/content.php?co_id=provision	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/bbs/content02b1.html	(from http://ds-bluewhale.co.kr/board/)
18:12:08	233/233	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:06%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/img/gnb_bg00.gif	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/img/gnb_bg00.gif	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/default.css)
18:12:08	246/246	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:06%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/plugin/kcaptcha/img/sound.gif	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/plugin/kcaptcha/img/sound.gif	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/default.css)
18:12:08	247/247	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:07%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/plugin/kcaptcha/img/reload.gif	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/plugin/kcaptcha/img/reload.gif	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/default.css)
18:12:08	230/230	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:07%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/img/wrest.gif	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/img/wrest.gif	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/default.css)
18:12:09	237/237	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:07%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-thin.eot	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-thin.eot	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:09	238/238	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:07%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-thin.woff	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-thin.woff	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:09	238/238	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:08%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-light.eot	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-light.eot	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:09	239/239	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:08%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-light.woff	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-light.woff	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:09	240/240	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:08%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-regular.eot	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-regular.eot	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:11	239/239	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:08%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-medium.eot	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-medium.eot	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:11	240/240	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:10%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-medium.woff	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-medium.woff	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:11	237/237	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:10%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-bold.eot	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-bold.eot	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:12	238/238	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:10%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-black.eot	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-black.eot	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:12	239/239	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:10%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-black.woff	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-black.woff	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:12	240/240	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:11%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Light.eot	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Light.eot	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:12	241/241	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:11%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Light.woff	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Light.woff	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:13	242/242	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:11%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Regular.eot	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Regular.eot	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:13	243/243	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:12%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Semibold.eot	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Semibold.eot	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:13	244/244	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:12%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Semibold.woff	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Semibold.woff	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:13	239/239	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:12%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Bold.eot	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Bold.eot	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:27	187364/187364	---M--	200	added ('OK')	application/x-font-woff	etag:%221db80f1-2dbe4-59c9fb92%22	http://ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-regular.woff	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/notokr-regular.woff	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:28	245/245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:26%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/fontawesome-webfont.eot?v=4.7.0	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/fontawesome-webfont.f93e6e.delayed	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:28	245/245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:26%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/fontawesome-webfont.eot?	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/fontawesome-webfontd41d.eot	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:28	247/247	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:27%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/fontawesome-webfont.woff2?v=4.7.0	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/fontawesome-webfont3e6e.woff2	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:28	246/246	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:27%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/fontawesome-webfont.woff?v=4.7.0	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/fontawesome-webfont3e6e.woff	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:29	245/245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:27%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/fontawesome-webfont.ttf?v=4.7.0	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/fontawesome-webfont3e6e.ttf	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:29	245/245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:27%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/font/fontawesome-webfont.svg?v=4.7.0	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/fontawesome-webfont3e6e.svg	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:29	251/251	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:28%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/images/ui-icons_444444_256x240.png	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/images/ui-icons_444444_256x240.png	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:29	251/251	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:28%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/images/ui-icons_555555_256x240.png	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/images/ui-icons_555555_256x240.png	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:29	251/251	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:28%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/images/ui-icons_ffffff_256x240.png	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/images/ui-icons_ffffff_256x240.png	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:30	251/251	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:28%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/images/ui-icons_777620_256x240.png	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/images/ui-icons_777620_256x240.png	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:30	251/251	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:28%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/images/ui-icons_cc0000_256x240.png	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/images/ui-icons_cc0000_256x240.png	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:30	112520/112520	---M--	200	added ('OK')	application/x-font-woff	etag:%221db80f3-1b788-59c9fb92%22	http://ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Regular.woff	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Regular.woff	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:30	251/251	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:29%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/images/ui-icons_777777_256x240.png	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/images/ui-icons_777777_256x240.png	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:30	243/243	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:29%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/images/fancybox_sprite.png	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/images/fancybox_sprite.png	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:31	244/244	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:29%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/images/fancybox_loading.gif	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/images/fancybox_loading.gif	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:31	233/233	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:29%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/images/blank.gif	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/images/blank.gif	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:31	115388/115388	---M--	200	added ('OK')	application/x-font-woff	etag:%221db80f2-1c2bc-59c9fb92%22	http://ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Bold.woff	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/font/OpenSans-Bold.woff	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:31	244/244	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:30%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/images/fancybox_overlay.png	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/images/fancybox_overlay.png	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/common.css)
18:12:31	234/234	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:30%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/images/quick1.gif	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/images/quick1.gif	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/global.css?ver=170523)
18:12:31	234/234	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:30%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/images/quick2.gif	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/images/quick2.gif	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/global.css?ver=170523)
18:12:32	234/234	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202019%2009:12:30%20GMT	http://ds-bluewhale.co.kr/board/skin/board/guest/images/quick3.gif	C:/Users/tyy/Desktop/blu/ds-bluewhale.co.kr/ds-bluewhale.co.kr/board/skin/board/guest/images/quick3.gif	(from http://ds-bluewhale.co.kr/board/skin/board/guest/css/global.css?ver=170523)
